issue_id,project_id,employee_id,issue_type,priority,created_at,closed_at,status
ISS-C01-P01-000228,C01-P01,C01-E0132,Feature,Media,2025-12-04 08:51:08,2025-12-18 08:51:08,Fechado
ISS-C01-P01-000229,C01-P01,C01-E0027,Chore,Baixa,2025-12-01 13:58:22,,Aberto
ISS-C01-P01-000230,C01-P01,C01-E0223,Bug,Alta,2025-12-16 10:19:55,,Em Andamento
ISS-C01-P01-000231,C01-P01,C01-E0168,Feature,Alta,2025-12-28 21:49:15,,Em Andamento
ISS-C01-P01-000232,C01-P01,C01-E0084,Chore,Baixa,2025-12-08 10:14:16,,Em Andamento
ISS-C01-P01-000233,C01-P01,C01-E0082,Feature,Alta,2025-12-14 12:04:46,2026-01-23 12:04:46,Fechado
ISS-C01-P01-000234,C01-P01,C01-E0079,Feature,Baixa,2025-12-30 16:57:08,2026-02-03 16:57:08,Fechado
ISS-C01-P01-000235,C01-P01,C01-E0312,Chore,Alta,2025-12-26 16:24:46,,Em Andamento
ISS-C01-P01-000236,C01-P01,C01-E0345,Bug,Baixa,2025-12-10 17:15:40,2026-01-15 17:15:40,Fechado
ISS-C01-P01-000237,C01-P01,C01-E0058,Debito Tecnico,Media,2025-12-27 19:53:50,2026-01-22 19:53:50,Fechado
ISS-C01-P01-000238,C01-P01,C01-E0167,Bug,Baixa,2025-12-18 09:56:50,2026-01-31 09:56:50,Fechado
ISS-C01-P01-000239,C01-P01,C01-E0065,Bug,Baixa,2025-12-13 15:25:13,2025-12-19 15:25:13,Fechado
ISS-C01-P01-000240,C01-P01,C01-E0170,Debito Tecnico,Baixa,2025-12-23 21:00:41,2026-01-25 21:00:41,Fechado
ISS-C01-P01-000241,C01-P01,C01-E0097,Feature,Media,2025-12-30 16:45:37,,Aberto
ISS-C01-P01-000242,C01-P01,C01-E0004,Feature,Baixa,2025-12-31 12:42:16,,Em Andamento
ISS-C01-P01-000243,C01-P01,C01-E0207,Feature,Baixa,2025-12-18 21:23:02,,Em Andamento
ISS-C01-P01-000244,C01-P01,C01-E0025,Debito Tecnico,Baixa,2025-12-22 09:34:43,2026-01-26 09:34:43,Fechado
ISS-C01-P01-000245,C01-P01,C01-E0145,Chore,Alta,2025-12-04 18:34:11,,Aberto
ISS-C01-P01-000246,C01-P01,C01-E0101,Bug,Media,2025-12-10 20:39:16,,Em Andamento
ISS-C01-P01-000247,C01-P01,C01-E0025,Bug,Baixa,2025-12-19 15:37:42,,Aberto
ISS-C01-P01-000248,C01-P01,C01-E0097,Chore,Media,2025-12-05 20:14:39,,Em Andamento
ISS-C01-P01-000249,C01-P01,C01-E0172,Feature,Alta,2025-12-22 19:35:45,,Em Andamento
ISS-C01-P01-000250,C01-P01,C01-E0129,Feature,Media,2025-12-10 12:54:07,,Em Andamento
ISS-C01-P01-000251,C01-P01,C01-E0016,Chore,Alta,2025-12-13 09:44:51,,Aberto
ISS-C01-P01-000252,C01-P01,C01-E0303,Chore,Media,2025-12-28 11:48:07,2026-01-28 11:48:07,Fechado
ISS-C01-P01-000253,C01-P01,C01-E0319,Debito Tecnico,Media,2025-12-05 19:31:44,2025-12-16 19:31:44,Fechado
ISS-C01-P01-000254,C01-P01,C01-E0043,Feature,Alta,2025-12-07 12:15:39,,Em Andamento
ISS-C01-P01-000255,C01-P01,C01-E0097,Bug,Baixa,2025-12-12 11:18:01,,Aberto
ISS-C01-P01-000256,C01-P01,C01-E0132,Feature,Alta,2025-12-27 15:35:02,2026-01-24 15:35:02,Fechado
ISS-C01-P01-000257,C01-P01,C01-E0222,Bug,Alta,2026-01-12 14:27:32,,Em Andamento
ISS-C01-P01-000258,C01-P01,C01-E0214,Debito Tecnico,Critica,2026-01-03 20:19:54,,Aberto
ISS-C01-P01-000259,C01-P01,C01-E0210,Feature,Baixa,2026-01-09 14:19:29,2026-02-16 14:19:29,Fechado
ISS-C01-P01-000260,C01-P01,C01-E0040,Bug,Media,2026-01-07 08:54:33,2026-01-21 08:54:33,Fechado
ISS-C01-P01-000261,C01-P01,C01-E0303,Bug,Alta,2026-01-22 15:22:18,2026-02-28 15:22:18,Fechado
ISS-C01-P01-000262,C01-P01,C01-E0298,Bug,Baixa,2026-01-09 12:34:56,2026-02-02 12:34:56,Fechado
ISS-C01-P01-000263,C01-P01,C01-E0344,Feature,Media,2026-01-28 08:41:52,2026-02-06 08:41:52,Fechado
ISS-C01-P01-000264,C01-P01,C01-E0333,Feature,Alta,2026-01-13 18:07:55,,Em Andamento
ISS-C01-P01-000265,C01-P01,C01-E0334,Bug,Media,2026-01-31 14:52:58,,Aberto
ISS-C01-P01-000266,C01-P01,C01-E0096,Bug,Baixa,2026-01-14 21:21:28,,Em Andamento
ISS-C01-P01-000267,C01-P01,C01-E0150,Debito Tecnico,Media,2026-01-20 09:41:51,,Aberto
ISS-C01-P01-000268,C01-P01,C01-E0061,Bug,Media,2026-01-25 10:58:01,,Em Andamento
ISS-C01-P01-000269,C01-P01,C01-E0319,Bug,Critica,2026-01-13 19:54:40,2026-01-24 19:54:40,Fechado
ISS-C01-P01-000270,C01-P01,C01-E0133,Chore,Media,2026-01-27 18:19:03,2026-03-04 18:19:03,Fechado
ISS-C01-P01-000271,C01-P01,C01-E0080,Bug,Media,2026-01-28 13:50:46,2026-02-14 13:50:46,Fechado
ISS-C01-P01-000272,C01-P01,C01-E0001,Bug,Baixa,2026-01-25 20:13:27,2026-03-07 20:13:27,Fechado
ISS-C01-P01-000273,C01-P01,C01-E0259,Debito Tecnico,Media,2026-01-21 15:39:07,2026-01-26 15:39:07,Fechado
ISS-C01-P01-000274,C01-P01,C01-E0059,Bug,Media,2026-01-30 14:47:13,2026-02-17 14:47:13,Fechado
ISS-C01-P01-000275,C01-P01,C01-E0004,Bug,Media,2026-01-18 09:02:30,2026-02-27 09:02:30,Fechado
ISS-C01-P01-000276,C01-P01,C01-E0050,Chore,Media,2026-01-10 12:02:07,2026-01-30 12:02:07,Fechado
ISS-C01-P01-000277,C01-P01,C01-E0015,Bug,Critica,2026-01-24 08:17:03,,Em Andamento
ISS-C01-P01-000278,C01-P01,C01-E0019,Debito Tecnico,Media,2026-01-13 19:41:15,2026-02-20 19:41:15,Fechado
ISS-C01-P01-000279,C01-P01,C01-E0085,Bug,Alta,2026-01-31 15:04:08,2026-02-05 15:04:08,Fechado
ISS-C01-P01-000280,C01-P01,C01-E0240,Debito Tecnico,Media,2026-01-21 21:33:43,2026-03-05 21:33:43,Fechado
ISS-C01-P01-000281,C01-P01,C01-E0154,Bug,Baixa,2026-01-10 10:52:51,,Em Andamento
ISS-C01-P01-000282,C01-P01,C01-E0327,Bug,Media,2026-01-23 12:32:15,2026-02-13 12:32:15,Fechado
ISS-C01-P01-000283,C01-P01,C01-E0048,Bug,Alta,2026-01-28 17:43:01,2026-02-24 17:43:01,Fechado
ISS-C01-P01-000284,C01-P01,C01-E0149,Bug,Media,2026-01-06 18:57:17,2026-02-12 18:57:17,Fechado
ISS-C01-P01-000285,C01-P01,C01-E0214,Chore,Media,2026-01-11 19:44:36,2026-02-10 19:44:36,Fechado
ISS-C01-P01-000286,C01-P01,C01-E0097,Feature,Critica,2026-01-21 11:53:02,2026-02-10 11:53:02,Fechado
ISS-C01-P01-000287,C01-P01,C01-E0188,Feature,Baixa,2026-01-07 07:38:16,2026-02-06 07:38:16,Fechado
ISS-C01-P01-000288,C01-P01,C01-E0240,Debito Tecnico,Media,2026-01-18 16:29:43,2026-01-29 16:29:43,Fechado
ISS-C01-P01-000289,C01-P01,C01-E0150,Debito Tecnico,Media,2026-01-06 10:02:31,,Aberto
ISS-C01-P01-000290,C01-P01,C01-E0296,Bug,Baixa,2026-01-05 17:18:57,2026-01-07 17:18:57,Fechado
ISS-C01-P01-000291,C01-P01,C01-E0047,Feature,Media,2026-01-09 15:15:29,,Aberto
ISS-C01-P01-000292,C01-P01,C01-E0072,Debito Tecnico,Media,2026-01-11 11:04:48,2026-01-29 11:04:48,Fechado
ISS-C01-P01-000293,C01-P01,C01-E0319,Bug,Critica,2026-01-12 21:46:09,,Aberto
ISS-C01-P01-000294,C01-P01,C01-E0224,Chore,Media,2026-01-18 12:08:15,,Aberto
ISS-C01-P01-000295,C01-P01,C01-E0282,Bug,Baixa,2026-01-30 09:37:40,2026-03-06 09:37:40,Fechado
ISS-C01-P01-000296,C01-P01,C01-E0178,Bug,Media,2026-02-04 09:57:37,2026-03-20 09:57:37,Fechado
ISS-C01-P01-000297,C01-P01,C01-E0009,Debito Tecnico,Alta,2026-02-16 20:43:53,2026-03-30 20:43:53,Fechado
ISS-C01-P01-000298,C01-P01,C01-E0017,Bug,Baixa,2026-02-24 08:15:41,2026-03-10 08:15:41,Fechado
ISS-C01-P01-000299,C01-P01,C01-E0139,Debito Tecnico,Media,2026-02-03 17:34:38,2026-02-05 17:34:38,Fechado
ISS-C01-P01-000300,C01-P01,C01-E0023,Bug,Baixa,2026-02-06 07:13:10,2026-02-21 07:13:10,Fechado
ISS-C01-P01-000301,C01-P01,C01-E0120,Bug,Critica,2026-02-25 14:07:21,,Aberto
ISS-C01-P01-000302,C01-P01,C01-E0284,Bug,Media,2026-02-10 07:39:25,2026-02-24 07:39:25,Fechado
ISS-C01-P01-000303,C01-P01,C01-E0100,Bug,Critica,2026-02-11 14:31:29,,Em Andamento
ISS-C01-P01-000304,C01-P01,C01-E0223,Feature,Media,2026-02-09 08:55:37,2026-02-15 08:55:37,Fechado
ISS-C01-P01-000305,C01-P01,C01-E0308,Debito Tecnico,Alta,2026-02-05 17:06:51,,Em Andamento
ISS-C01-P01-000306,C01-P01,C01-E0168,Chore,Baixa,2026-02-15 20:52:35,2026-02-16 20:52:35,Fechado
ISS-C01-P01-000307,C01-P01,C01-E0152,Debito Tecnico,Media,2026-02-05 13:34:15,2026-02-12 13:34:15,Fechado
ISS-C01-P01-000308,C01-P01,C01-E0232,Chore,Alta,2026-02-24 12:07:32,2026-02-28 12:07:32,Fechado
ISS-C01-P01-000309,C01-P01,C01-E0331,Feature,Media,2026-02-11 10:42:10,,Em Andamento
ISS-C01-P01-000310,C01-P01,C01-E0342,Debito Tecnico,Alta,2026-02-20 13:25:51,2026-03-20 13:25:51,Fechado
ISS-C01-P01-000311,C01-P01,C01-E0112,Feature,Baixa,2026-02-22 11:20:06,,Aberto
ISS-C01-P01-000312,C01-P01,C01-E0106,Bug,Critica,2026-02-22 08:19:51,,Em Andamento
ISS-C01-P01-000313,C01-P01,C01-E0244,Bug,Alta,2026-02-09 07:42:05,2026-03-23 07:42:05,Fechado
ISS-C01-P01-000314,C01-P01,C01-E0298,Chore,Media,2026-02-14 18:05:51,,Em Andamento
ISS-C01-P01-000315,C01-P01,C01-E0256,Bug,Media,2026-02-10 10:10:57,2026-02-26 10:10:57,Fechado
ISS-C01-P01-000316,C01-P01,C01-E0307,Feature,Alta,2026-02-14 20:39:35,,Em Andamento
ISS-C01-P01-000317,C01-P01,C01-E0254,Bug,Alta,2026-02-10 15:17:33,,Aberto
ISS-C01-P01-000318,C01-P01,C01-E0078,Debito Tecnico,Media,2026-02-03 10:58:23,,Em Andamento
ISS-C01-P01-000319,C01-P01,C01-E0004,Bug,Alta,2026-02-14 10:56:39,,Aberto
ISS-C01-P01-000320,C01-P01,C01-E0139,Debito Tecnico,Alta,2026-02-27 19:18:47,2026-03-24 19:18:47,Fechado
ISS-C01-P01-000321,C01-P01,C01-E0050,Bug,Alta,2026-02-18 11:05:45,2026-03-20 11:05:45,Fechado
ISS-C01-P01-000322,C01-P01,C01-E0358,Debito Tecnico,Media,2026-02-22 09:05:42,,Aberto
ISS-C01-P01-000323,C01-P01,C01-E0209,Debito Tecnico,Media,2026-02-25 13:52:43,2026-04-08 13:52:43,Fechado
ISS-C01-P01-000324,C01-P01,C01-E0033,Feature,Alta,2026-02-01 12:35:23,2026-02-03 12:35:23,Fechado
ISS-C01-P01-000325,C01-P01,C01-E0340,Bug,Alta,2026-02-20 12:40:44,,Em Andamento
ISS-C01-P01-000326,C01-P01,C01-E0057,Chore,Alta,2026-02-03 18:36:56,,Aberto
ISS-C01-P01-000327,C01-P01,C01-E0168,Feature,Media,2026-02-27 16:02:27,2026-04-02 16:02:27,Fechado
ISS-C01-P01-000328,C01-P01,C01-E0211,Chore,Critica,2026-02-23 11:40:20,,Em Andamento
ISS-C01-P01-000329,C01-P01,C01-E0082,Bug,Media,2026-02-26 18:57:45,2026-04-11 18:57:45,Fechado
ISS-C01-P01-000330,C01-P01,C01-E0282,Debito Tecnico,Alta,2026-02-21 20:58:50,,Aberto
ISS-C01-P01-000331,C01-P01,C01-E0033,Bug,Media,2026-03-27 20:05:59,,Em Andamento
ISS-C01-P01-000332,C01-P01,C01-E0261,Feature,Media,2026-03-28 21:27:46,2026-04-15 21:27:46,Fechado
ISS-C01-P01-000333,C01-P01,C01-E0016,Chore,Media,2026-03-05 18:15:18,,Aberto
ISS-C01-P01-000334,C01-P01,C01-E0292,Chore,Baixa,2026-03-07 14:01:04,,Aberto
ISS-C01-P01-000335,C01-P01,C01-E0329,Feature,Alta,2026-03-13 17:44:07,,Em Andamento
ISS-C01-P01-000336,C01-P01,C01-E0235,Bug,Baixa,2026-03-17 11:21:44,,Em Andamento
ISS-C01-P01-000337,C01-P01,C01-E0185,Bug,Media,2026-03-06 13:48:41,,Em Andamento
ISS-C01-P01-000338,C01-P01,C01-E0240,Bug,Media,2026-03-22 16:43:42,2026-04-19 16:43:42,Fechado
ISS-C01-P01-000339,C01-P01,C01-E0292,Debito Tecnico,Baixa,2026-03-06 16:01:00,2026-04-14 16:01:00,Fechado
ISS-C01-P01-000340,C01-P01,C01-E0345,Chore,Baixa,2026-03-02 20:25:23,2026-03-19 20:25:23,Fechado
ISS-C01-P01-000341,C01-P01,C01-E0318,Bug,Alta,2026-03-16 09:34:12,2026-04-22 09:34:12,Fechado
ISS-C01-P01-000342,C01-P01,C01-E0284,Debito Tecnico,Baixa,2026-03-28 19:47:12,2026-04-19 19:47:12,Fechado
ISS-C01-P01-000343,C01-P01,C01-E0327,Debito Tecnico,Alta,2026-03-29 07:55:26,2026-04-25 07:55:26,Fechado
ISS-C01-P01-000344,C01-P01,C01-E0206,Feature,Baixa,2026-03-11 14:11:05,2026-04-08 14:11:05,Fechado
ISS-C01-P01-000345,C01-P01,C01-E0237,Chore,Media,2026-03-29 11:16:00,2026-05-08 11:16:00,Fechado
ISS-C01-P01-000346,C01-P01,C01-E0027,Bug,Media,2026-03-05 21:19:38,,Aberto
ISS-C01-P01-000347,C01-P01,C01-E0022,Feature,Alta,2026-03-25 08:47:01,,Em Andamento
ISS-C01-P01-000348,C01-P01,C01-E0334,Bug,Media,2026-03-29 07:00:41,2026-04-13 07:00:41,Fechado
ISS-C01-P01-000349,C01-P01,C01-E0168,Bug,Media,2026-03-04 21:27:43,,Aberto
ISS-C01-P01-000350,C01-P01,C01-E0020,Feature,Alta,2026-03-31 14:34:54,2026-04-09 14:34:54,Fechado
ISS-C01-P01-000351,C01-P01,C01-E0098,Feature,Media,2026-03-21 16:56:22,2026-04-30 16:56:22,Fechado
ISS-C01-P01-000352,C01-P01,C01-E0120,Bug,Alta,2026-03-22 13:22:36,2026-04-01 13:22:36,Fechado
ISS-C01-P01-000353,C01-P01,C01-E0015,Feature,Baixa,2026-03-03 12:27:26,2026-04-17 12:27:26,Fechado
ISS-C01-P01-000354,C01-P01,C01-E0260,Bug,Alta,2026-03-25 09:48:49,2026-04-24 09:48:49,Fechado
ISS-C01-P01-000355,C01-P01,C01-E0096,Chore,Alta,2026-03-02 21:27:55,2026-04-13 21:27:55,Fechado
ISS-C01-P01-000356,C01-P01,C01-E0033,Feature,Alta,2026-03-08 08:56:05,2026-04-06 08:56:05,Fechado
ISS-C01-P01-000357,C01-P01,C01-E0238,Bug,Media,2026-03-01 12:42:07,2026-04-01 12:42:07,Fechado
ISS-C01-P01-000358,C01-P01,C01-E0021,Bug,Alta,2026-03-06 12:34:06,,Em Andamento
ISS-C01-P01-000359,C01-P01,C01-E0225,Bug,Baixa,2026-03-25 09:41:24,2026-04-10 09:41:24,Fechado
ISS-C01-P01-000360,C01-P01,C01-E0288,Feature,Baixa,2026-03-29 10:08:06,2026-04-06 10:08:06,Fechado
ISS-C01-P01-000361,C01-P01,C01-E0042,Bug,Alta,2026-03-20 11:56:39,,Em Andamento
ISS-C01-P01-000362,C01-P01,C01-E0320,Bug,Media,2026-03-13 20:57:13,,Aberto
ISS-C01-P01-000363,C01-P01,C01-E0042,Feature,Baixa,2026-03-20 07:14:08,2026-03-28 07:14:08,Fechado
ISS-C01-P01-000364,C01-P01,C01-E0270,Feature,Alta,2026-03-27 09:20:45,2026-04-24 09:20:45,Fechado
ISS-C01-P01-000365,C01-P01,C01-E0237,Bug,Alta,2026-03-22 14:41:38,2026-04-24 14:41:38,Fechado
ISS-C01-P01-000366,C01-P01,C01-E0224,Feature,Media,2026-03-26 13:18:03,2026-05-09 13:18:03,Fechado
ISS-C01-P01-000367,C01-P01,C01-E0295,Chore,Baixa,2026-03-13 07:11:54,2026-04-10 07:11:54,Fechado
ISS-C01-P01-000368,C01-P01,C01-E0214,Bug,Baixa,2026-03-01 17:44:27,,Aberto
ISS-C01-P01-000369,C01-P01,C01-E0328,Chore,Alta,2026-03-04 17:55:18,2026-04-15 17:55:18,Fechado
ISS-C01-P01-000370,C01-P01,C01-E0354,Debito Tecnico,Baixa,2026-03-10 09:34:58,,Em Andamento
ISS-C01-P01-000371,C01-P01,C01-E0080,Debito Tecnico,Media,2026-03-01 16:17:58,2026-03-06 16:17:58,Fechado
ISS-C01-P01-000372,C01-P01,C01-E0079,Bug,Baixa,2026-03-09 09:25:19,2026-04-09 09:25:19,Fechado
ISS-C01-P01-000373,C01-P01,C01-E0313,Bug,Baixa,2026-03-27 20:52:28,2026-03-28 20:52:28,Fechado
ISS-C01-P01-000374,C01-P01,C01-E0037,Chore,Media,2026-03-03 08:19:37,,Em Andamento
ISS-C01-P01-000375,C01-P01,C01-E0195,Feature,Media,2026-04-29 12:47:33,,Em Andamento
ISS-C01-P01-000376,C01-P01,C01-E0028,Debito Tecnico,Alta,2026-04-06 19:10:17,2026-05-21 19:10:17,Fechado
ISS-C01-P01-000377,C01-P01,C01-E0011,Bug,Baixa,2026-04-10 19:48:57,,Em Andamento
ISS-C01-P01-000378,C01-P01,C01-E0195,Feature,Baixa,2026-04-28 21:36:10,2026-06-08 21:36:10,Fechado
ISS-C01-P01-000379,C01-P01,C01-E0333,Bug,Media,2026-04-30 15:42:08,2026-05-09 15:42:08,Fechado
ISS-C01-P01-000380,C01-P01,C01-E0146,Chore,Critica,2026-04-22 19:48:51,2026-05-06 19:48:51,Fechado
ISS-C01-P01-000381,C01-P01,C01-E0216,Feature,Media,2026-04-14 11:57:50,,Em Andamento
ISS-C01-P01-000382,C01-P01,C01-E0296,Bug,Media,2026-04-30 16:57:56,,Aberto
ISS-C01-P01-000383,C01-P01,C01-E0050,Bug,Media,2026-04-29 20:42:50,2026-05-17 20:42:50,Fechado
ISS-C01-P01-000384,C01-P01,C01-E0216,Bug,Baixa,2026-04-08 17:34:21,2026-04-10 17:34:21,Fechado
ISS-C01-P01-000385,C01-P01,C01-E0120,Debito Tecnico,Baixa,2026-04-16 07:43:12,,Aberto
ISS-C01-P01-000386,C01-P01,C01-E0072,Feature,Alta,2026-04-24 20:44:47,,Aberto
ISS-C01-P01-000387,C01-P01,C01-E0209,Bug,Alta,2026-04-06 18:07:05,2026-05-01 18:07:05,Fechado
ISS-C01-P01-000388,C01-P01,C01-E0202,Bug,Baixa,2026-04-01 12:33:45,2026-05-13 12:33:45,Fechado
ISS-C01-P01-000389,C01-P01,C01-E0165,Bug,Alta,2026-04-18 07:23:49,2026-05-16 07:23:49,Fechado
ISS-C01-P01-000390,C01-P01,C01-E0022,Feature,Baixa,2026-04-19 19:02:52,,Aberto
ISS-C01-P01-000391,C01-P01,C01-E0134,Feature,Baixa,2026-04-04 17:27:08,2026-05-16 17:27:08,Fechado
ISS-C01-P01-000392,C01-P01,C01-E0313,Debito Tecnico,Baixa,2026-04-02 10:11:49,2026-04-30 10:11:49,Fechado
ISS-C01-P01-000393,C01-P01,C01-E0283,Bug,Media,2026-04-03 07:59:07,2026-05-01 07:59:07,Fechado
ISS-C01-P01-000394,C01-P01,C01-E0173,Bug,Alta,2026-04-01 09:19:19,,Em Andamento
ISS-C01-P01-000395,C01-P01,C01-E0345,Feature,Alta,2026-04-24 07:39:35,,Em Andamento
ISS-C01-P01-000396,C01-P01,C01-E0206,Chore,Alta,2026-04-03 11:35:21,,Em Andamento
ISS-C01-P01-000397,C01-P01,C01-E0355,Feature,Baixa,2026-04-29 10:39:29,2026-06-02 10:39:29,Fechado
ISS-C01-P01-000398,C01-P01,C01-E0148,Feature,Baixa,2026-04-20 17:53:48,2026-05-16 17:53:48,Fechado
ISS-C01-P01-000399,C01-P01,C01-E0172,Bug,Media,2026-04-23 08:11:31,,Em Andamento
ISS-C01-P01-000400,C01-P01,C01-E0317,Debito Tecnico,Media,2026-04-15 20:26:57,,Em Andamento
ISS-C01-P01-000401,C01-P01,C01-E0107,Debito Tecnico,Alta,2026-04-20 19:27:49,,Aberto
ISS-C01-P01-000402,C01-P01,C01-E0009,Bug,Alta,2026-04-24 13:19:18,2026-05-26 13:19:18,Fechado
ISS-C01-P01-000403,C01-P01,C01-E0058,Bug,Media,2026-04-28 07:58:03,,Aberto
ISS-C01-P01-000404,C01-P01,C01-E0100,Debito Tecnico,Media,2026-04-15 21:36:18,2026-05-10 21:36:18,Fechado
ISS-C01-P01-000405,C01-P01,C01-E0060,Chore,Critica,2026-04-06 10:00:39,2026-05-21 10:00:39,Fechado
ISS-C01-P01-000406,C01-P01,C01-E0303,Chore,Alta,2026-04-10 14:11:11,2026-05-18 14:11:11,Fechado
ISS-C01-P01-000407,C01-P01,C01-E0028,Chore,Media,2026-04-06 17:25:08,2026-05-02 17:25:08,Fechado
ISS-C01-P01-000408,C01-P01,C01-E0042,Bug,Media,2026-04-28 09:42:18,,Em Andamento
ISS-C01-P01-000409,C01-P01,C01-E0073,Feature,Media,2026-04-22 15:05:08,2026-05-08 15:05:08,Fechado
ISS-C01-P01-000410,C01-P01,C01-E0086,Feature,Alta,2026-04-28 09:58:25,,Em Andamento
ISS-C01-P01-000411,C01-P01,C01-E0055,Debito Tecnico,Alta,2026-04-12 15:27:50,,Aberto
ISS-C01-P01-000412,C01-P01,C01-E0136,Chore,Critica,2026-04-20 17:29:47,,Aberto
ISS-C01-P01-000413,C01-P01,C01-E0354,Bug,Media,2026-04-22 07:59:31,2026-05-22 07:59:31,Fechado
ISS-C01-P01-000414,C01-P01,C01-E0137,Bug,Media,2026-04-20 17:42:59,,Em Andamento
ISS-C01-P01-000415,C01-P01,C01-E0062,Bug,Media,2026-04-21 17:25:32,,Aberto
ISS-C01-P01-000416,C01-P01,C01-E0190,Bug,Media,2026-04-30 18:28:39,2026-05-13 18:28:39,Fechado
ISS-C01-P01-000417,C01-P01,C01-E0295,Debito Tecnico,Media,2026-04-10 13:36:17,2026-04-18 13:36:17,Fechado
ISS-C01-P01-000418,C01-P01,C01-E0232,Feature,Baixa,2026-04-17 17:18:06,2026-05-10 17:18:06,Fechado
ISS-C01-P01-000419,C01-P01,C01-E0032,Bug,Alta,2026-04-18 16:28:45,,Em Andamento
ISS-C01-P01-000420,C01-P01,C01-E0055,Bug,Baixa,2026-04-24 13:40:04,,Em Andamento
ISS-C01-P01-000421,C01-P01,C01-E0050,Bug,Media,2026-04-04 18:29:15,2026-04-17 18:29:15,Fechado
ISS-C01-P01-000422,C01-P01,C01-E0004,Feature,Baixa,2026-04-23 16:28:25,,Em Andamento
ISS-C01-P01-000423,C01-P01,C01-E0302,Debito Tecnico,Baixa,2026-04-29 18:17:51,,Em Andamento
ISS-C01-P01-000424,C01-P01,C01-E0020,Debito Tecnico,Media,2026-04-03 11:07:32,2026-05-06 11:07:32,Fechado
ISS-C01-P01-000425,C01-P01,C01-E0062,Feature,Critica,2026-04-18 13:21:52,2026-05-25 13:21:52,Fechado
ISS-C01-P01-000426,C01-P01,C01-E0350,Bug,Baixa,2026-04-06 14:37:42,2026-05-20 14:37:42,Fechado
ISS-C01-P01-000427,C01-P01,C01-E0043,Bug,Baixa,2026-05-26 15:31:25,2026-06-03 15:31:25,Fechado
ISS-C01-P01-000428,C01-P01,C01-E0207,Bug,Media,2026-05-09 18:58:49,2026-06-09 18:58:49,Fechado
ISS-C01-P01-000429,C01-P01,C01-E0210,Chore,Baixa,2026-05-06 15:49:47,2026-05-07 15:49:47,Fechado
ISS-C01-P01-000430,C01-P01,C01-E0136,Feature,Alta,2026-05-16 12:26:53,2026-05-17 12:26:53,Fechado
ISS-C01-P01-000431,C01-P01,C01-E0335,Chore,Media,2026-05-14 21:18:02,,Aberto
ISS-C01-P01-000432,C01-P01,C01-E0335,Bug,Alta,2026-05-16 17:11:42,,Em Andamento
ISS-C01-P01-000433,C01-P01,C01-E0296,Debito Tecnico,Media,2026-05-08 07:55:29,2026-05-17 07:55:29,Fechado
ISS-C01-P01-000434,C01-P01,C01-E0173,Debito Tecnico,Alta,2026-05-12 12:38:52,,Aberto
ISS-C01-P01-000435,C01-P01,C01-E0030,Bug,Baixa,2026-05-10 17:44:56,2026-05-27 17:44:56,Fechado
ISS-C01-P01-000436,C01-P01,C01-E0110,Feature,Media,2026-05-05 08:53:25,,Aberto
ISS-C01-P01-000437,C01-P01,C01-E0296,Feature,Media,2026-05-21 19:45:11,,Em Andamento
ISS-C01-P01-000438,C01-P01,C01-E0232,Bug,Alta,2026-05-15 10:36:20,2026-05-21 10:36:20,Fechado
ISS-C01-P01-000439,C01-P01,C01-E0341,Feature,Media,2026-05-29 10:11:28,2026-07-08 10:11:28,Fechado
ISS-C01-P01-000440,C01-P01,C01-E0185,Bug,Baixa,2026-05-09 21:06:03,2026-05-29 21:06:03,Fechado
ISS-C01-P01-000441,C01-P01,C01-E0032,Bug,Media,2026-05-11 16:48:25,2026-05-31 16:48:25,Fechado
ISS-C01-P01-000442,C01-P01,C01-E0312,Chore,Alta,2026-05-07 10:07:55,2026-06-20 10:07:55,Fechado
ISS-C01-P01-000443,C01-P01,C01-E0145,Feature,Alta,2026-05-23 12:51:10,2026-07-01 12:51:10,Fechado
ISS-C01-P01-000444,C01-P01,C01-E0072,Bug,Media,2026-05-11 12:22:49,2026-06-16 12:22:49,Fechado
ISS-C01-P01-000445,C01-P01,C01-E0296,Debito Tecnico,Baixa,2026-05-11 14:53:39,2026-05-26 14:53:39,Fechado
ISS-C01-P01-000446,C01-P01,C01-E0021,Bug,Alta,2026-05-17 19:15:48,2026-05-27 19:15:48,Fechado
ISS-C01-P01-000447,C01-P01,C01-E0125,Bug,Alta,2026-05-03 12:20:02,2026-05-12 12:20:02,Fechado
ISS-C01-P01-000448,C01-P01,C01-E0311,Feature,Media,2026-05-03 09:58:24,,Aberto
ISS-C01-P01-000449,C01-P01,C01-E0078,Bug,Baixa,2026-05-13 08:30:27,,Em Andamento
ISS-C01-P01-000450,C01-P01,C01-E0188,Feature,Media,2026-05-16 21:51:18,2026-06-24 21:51:18,Fechado
ISS-C01-P01-000451,C01-P01,C01-E0285,Bug,Baixa,2026-05-22 12:33:57,2026-07-02 12:33:57,Fechado
ISS-C01-P01-000452,C01-P01,C01-E0216,Bug,Alta,2026-05-10 18:14:39,2026-06-10 18:14:39,Fechado
ISS-C01-P01-000453,C01-P01,C01-E0006,Bug,Baixa,2026-05-23 19:14:35,,Aberto
ISS-C01-P01-000454,C01-P01,C01-E0097,Feature,Alta,2026-05-01 15:30:21,2026-05-09 15:30:21,Fechado
